Sample,Year,location,treatment,trtname,chemical,rep,isloc,isattempt,isrecover,isolate_multi_spec,multispecplant,camefrom,isolate_code,Long Term Storage,accession,voucher,percentage of identical matches,Bitscore,TaxCutoff,Highest BLAST taxonomy,Conservative Taxonomy,clade
VAL1704_55,2017,OH,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1704_55,.,.,.,.,.,.,.,.,.,.
VAL1704_109,2017,OH,1,NTC,NTC,2,root,FALSE,.,.,,VAL1704_55,VAL1704_109,1,HQ643850,BR 171,97,1531,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1704_55,2017,OH,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1704_55,VAL1704_55,1,AY598645,CBS 453.67,99,1648,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1704_56,2017,OH,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1704_56,.,.,.,.,.,.,.,.,.,.
VAL1704_56,2017,OH,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1704_56,.,.,.,.,.,.,.,.,.,.
VAL1704_57,2017,OH,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1704_57,.,.,.,.,.,.,.,.,.,.
VAL1704_57,2017,OH,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1704_57,VAL1704_57,1,AY598645,CBS 453.67,100,1679,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1704_58,2017,OH,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1704_58,.,.,.,.,.,.,.,.,.,.
VAL1704_58,2017,OH,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1704_58,.,.,.,.,.,.,.,.,.,.
VAL1704_59,2017,OH,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1704_59,.,.,.,.,.,.,.,.,.,.
VAL1704_59,2017,OH,1,NTC,NTC,2,root,TRUE,TRUE,FALSE,,VAL1704_59,VAL1704_59,1,HQ643476,DAOM 230386,99,1709,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1704_60,2017,OH,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1704_60,.,.,.,.,.,.,.,.,.,.
VAL1704_60,2017,OH,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1704_60,.,.,.,.,.,.,.,.,.,.
VAL1704_61,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1704_61,.,.,.,.,.,.,.,.,.,.
VAL1704_61,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_61,.,.,.,.,.,.,.,.,.,.
VAL1704_62,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1704_62,.,.,.,.,.,.,.,.,.,.
VAL1704_62,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_62,.,.,.,.,.,.,.,.,.,.
VAL1704_63,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1704_63,.,.,.,.,.,.,.,.,.,.
VAL1704_63,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_63,.,.,.,.,.,.,.,.,.,.
VAL1704_64,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1704_64,.,.,.,.,.,.,.,.,.,.
VAL1704_64,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_64,.,.,.,.,.,.,.,.,.,.
VAL1704_65,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1704_65,.,.,.,.,.,.,.,.,.,.
VAL1704_65,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_65,.,.,.,.,.,.,.,.,.,.
VAL1704_66,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1704_66,.,.,.,.,.,.,.,.,.,.
VAL1704_66,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_66,.,.,.,.,.,.,.,.,.,.
VAL1704_67,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_67,.,.,.,.,.,.,.,.,.,.
VAL1704_67,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,TRUE,FALSE,,VAL1704_67,VAL1704_67,1,AY598645,CBS 453.67,100,1676,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1704_68,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1704_68,.,.,.,.,.,.,.,.,.,.
VAL1704_68,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_68,.,.,.,.,.,.,.,.,.,.
VAL1704_69,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_69,.,.,.,.,.,.,.,.,.,.
VAL1704_69,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,TRUE,FALSE,,VAL1704_69,VAL1704_69,1,HQ643621,BR 870,100,1729,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1704_70,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1704_70,.,.,.,.,.,.,.,.,.,.
VAL1704_70,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_70,.,.,.,.,.,.,.,.,.,.
VAL1704_71,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_71,.,.,.,.,.,.,.,.,.,.
VAL1704_71,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,TRUE,FALSE,,VAL1704_71,VAL1704_71,1,AY598645,CBS 453.67,100,1668,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1704_72,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,root,TRUE,FALSE,FALSE,,VAL1704_72,.,.,.,.,.,.,.,.,.,.
VAL1704_72,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,3,stem,TRUE,FALSE,FALSE,,VAL1704_72,.,.,.,.,.,.,.,.,.,.
VAL1704_73,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1704_73,.,.,.,.,.,.,.,.,.,.
VAL1704_73,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_73,.,.,.,.,.,.,.,.,.,.
VAL1704_74,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1704_74,.,.,.,.,.,.,.,.,.,.
VAL1704_74,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_74,.,.,.,.,.,.,.,.,.,.
VAL1704_75,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1704_75,.,.,.,.,.,.,.,.,.,.
VAL1704_75,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_75,.,.,.,.,.,.,.,.,.,.
VAL1704_76,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1704_76,.,.,.,.,.,.,.,.,.,.
VAL1704_76,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_76,.,.,.,.,.,.,.,.,.,.
VAL1704_77,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1704_77,.,.,.,.,.,.,.,.,.,.
VAL1704_77,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_77,.,.,.,.,.,.,.,.,.,.
VAL1704_78,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_78,.,.,.,.,.,.,.,.,.,.
VAL1704_78,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,TRUE,FALSE,,VAL1704_78,VAL1704_78,1,HQ643621,BR 870,100,1583,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1704_79,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1704_79,.,.,.,.,.,.,.,.,.,.
VAL1704_79,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_79,.,.,.,.,.,.,.,.,.,.
VAL1704_80,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_80,.,.,.,.,.,.,.,.,.,.
VAL1704_80,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,TRUE,FALSE,,VAL1704_80,VAL1704_80,1,AY598645,CBS 453.67,99,1810,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1704_81,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1704_81,.,.,.,.,.,.,.,.,.,.
VAL1704_81,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_81,.,.,.,.,.,.,.,.,.,.
VAL1704_82,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_82,.,.,.,.,.,.,.,.,.,.
VAL1704_82,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,TRUE,FALSE,,VAL1704_82,VAL1704_82,1,AY598645,CBS 453.67,99,1805,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1704_83,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1704_83,.,.,.,.,.,.,.,.,.,.
VAL1704_83,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_83,.,.,.,.,.,.,.,.,.,.
VAL1704_84,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1704_84,.,.,.,.,.,.,.,.,.,.
VAL1704_84,2017,OH,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1704_84,.,.,.,.,.,.,.,.,.,.
VAL1704_85,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_85,.,.,.,.,.,.,.,.,.,.
VAL1704_85,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_85,.,.,.,.,.,.,.,.,.,.
VAL1704_86,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_86,.,.,.,.,.,.,.,.,.,.
VAL1704_86,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_86,.,.,.,.,.,.,.,.,.,.
VAL1704_87,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_87,.,.,.,.,.,.,.,.,.,.
VAL1704_87,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_87,.,.,.,.,.,.,.,.,.,.
VAL1704_88,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_88,.,.,.,.,.,.,.,.,.,.
VAL1704_88,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_88,.,.,.,.,.,.,.,.,.,.
VAL1704_89,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_89,.,.,.,.,.,.,.,.,.,.
VAL1704_89,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_89,.,.,.,.,.,.,.,.,.,.
VAL1704_90,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_90,.,.,.,.,.,.,.,.,.,.
VAL1704_90,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_90,.,.,.,.,.,.,.,.,.,.
VAL1704_91,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_91,.,.,.,.,.,.,.,.,.,.
VAL1704_91,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1704_91,VAL1704_91,1,AY598645,CBS 453.67,100,1731,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1704_92,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_92,.,.,.,.,.,.,.,.,.,.
VAL1704_92,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_92,.,.,.,.,.,.,.,.,.,.
VAL1704_93,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_93,.,.,.,.,.,.,.,.,.,.
VAL1704_93,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_93,.,.,.,.,.,.,.,.,.,.
VAL1704_94,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_94,.,.,.,.,.,.,.,.,.,.
VAL1704_94,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_94,.,.,.,.,.,.,.,.,.,.
VAL1704_95,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1704_95,.,.,.,.,.,.,.,.,.,.
VAL1704_95,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_95,.,.,.,.,.,.,.,.,.,.
VAL1704_96,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1704_96,.,.,.,.,.,.,.,.,.,.
VAL1704_96,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1704_96,VAL1704_96,1,AY598645,CBS 453.67,100,1674,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1704_97,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1704_97,.,.,.,.,.,.,.,.,.,.
VAL1704_97,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1704_97,VAL1704_97,1,HQ643476,DAOM 230386,100,1624,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1704_98,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1704_98,.,.,.,.,.,.,.,.,.,.
VAL1704_98,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1704_98,.,.,.,.,.,.,.,.,.,.
VAL1704_99,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1704_99,.,.,.,.,.,.,.,.,.,.
VAL1704_99,2017,OH,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1704_99,.,.,.,.,.,.,.,.,.,.
VAL1705_01,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1705_01,.,.,.,.,.,.,.,.,.,.
VAL1705_01,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,TRUE,FALSE,,VAL1705_01,VAL1705_01,1,AY598626,CBS 168.68,100,1565,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1705_02,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,TRUE,FALSE,,VAL1705_02,VAL1705_02,1,AY598654,CBS 450.67,100,1572,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1705_02,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,TRUE,FALSE,,VAL1705_02,.,.,.,.,.,.,.,.,.,.
VAL1705_145,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,FALSE,.,.,,VAL1705_02,VAL1705_145,1,AY598699,CBS 773.81,86,835,Pass,Pythium marsipium  ,Pythium sp. E/J,E/J
VAL1705_03,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,TRUE,FALSE,,VAL1705_03,.,.,.,.,.,.,.,.,.,.
VAL1705_03,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,TRUE,TRUE,,VAL1705_03,VAL1705_03,1,AY598645,CBS 453.67,99,1653,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1705_146,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,FALSE,.,.,,VAL1705_03,VAL1705_146,1,AY598624,CBS 316.33,100,1583,Pass,Pythium torulosum  ,Pythium torulosum,B
VAL1705_147,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,FALSE,.,.,,VAL1705_03,VAL1705_147,1,HQ643917,BR 781,100,1585,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1705_04,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1705_04,.,.,.,.,.,.,.,.,.,.
VAL1705_04,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,TRUE,FALSE,,VAL1705_04,VAL1705_04,1,AY598624,CBS 316.33,100,1561,Pass,Pythium torulosum  ,Pythium torulosum,B
VAL1705_05,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1705_05,.,.,.,.,.,.,.,.,.,.
VAL1705_05,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1705_05,.,.,.,.,.,.,.,.,.,.
VAL1705_06,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1705_06,.,.,.,.,.,.,.,.,.,.
VAL1705_06,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,TRUE,TRUE,,VAL1705_06,VAL1705_06,1,AY598654,CBS 450.67,99,1589,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1705_148,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,FALSE,.,.,,VAL1705_06,VAL1705_148,1,AY598624,CBS 316.33,100,1567,Pass,Pythium torulosum  ,Pythium torulosum,B
VAL1705_07,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1705_07,.,.,.,.,.,.,.,.,.,.
VAL1705_07,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1705_07,.,.,.,.,.,.,.,.,.,.
VAL1705_08,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1705_08,.,.,.,.,.,.,.,.,.,.
VAL1705_08,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1705_08,.,.,.,.,.,.,.,.,.,.
VAL1705_09,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1705_09,.,.,.,.,.,.,.,.,.,.
VAL1705_09,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,TRUE,TRUE,,VAL1705_09,VAL1705_09,1,AY598654,CBS 450.67,99,1607,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1705_149 ,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,FALSE,.,.,,VAL1705_09,VAL1705_149 ,1,AY598624.2,CBS 316.33,99,1544,Pass,Pythium torulosum  ,Pythium torulosum,B
VAL1705_150,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,FALSE,.,.,,VAL1705_09,VAL1705_150,1,AY598654,CBS 450.67,100,1596,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1705_10,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1705_10,.,.,.,.,.,.,.,.,.,.
VAL1705_10,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,TRUE,TRUE,,VAL1705_10,VAL1705_10,1,AY598654,CBS 450.67,100,1616,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1705_151,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,FALSE,.,.,,VAL1705_10,VAL1705_151,1,AY598624,CBS 316.33,100,1568,Pass,Pythium torulosum  ,Pythium torulosum,B
VAL1705_100,2017,IA,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1705_100,.,.,.,.,.,.,.,.,.,.
VAL1705_100,2017,IA,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1705_100,.,.,.,.,.,.,.,.,.,.
VAL1705_101,2017,IA,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1705_101,.,.,.,.,.,.,.,.,.,.
VAL1705_101,2017,IA,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1705_101,.,.,.,.,.,.,.,.,.,.
VAL1705_102,2017,IA,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1705_102,.,.,.,.,.,.,.,.,.,.
VAL1705_102,2017,IA,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1705_102,.,.,.,.,.,.,.,.,.,.
VAL1705_103,2017,IA,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1705_103,.,.,.,.,.,.,.,.,.,.
VAL1705_103,2017,IA,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1705_103,.,.,.,.,.,.,.,.,.,.
VAL1705_104,2017,IA,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1705_104,.,.,.,.,.,.,.,.,.,.
VAL1705_104,2017,IA,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1705_104,.,.,.,.,.,.,.,.,.,.
VAL1705_105,2017,IA,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1705_105,.,.,.,.,.,.,.,.,.,.
VAL1705_105,2017,IA,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1705_105,.,.,.,.,.,.,.,.,.,.
VAL1705_106,2017,IA,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1705_106,.,.,.,.,.,.,.,.,.,.
VAL1705_106,2017,IA,1,NTC,NTC,2,stem,TRUE,TRUE,FALSE,,VAL1705_106,VAL1705_106,1,AY598645,CBS 453.67,99,1746,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1705_107,2017,IA,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1705_107,.,.,.,.,.,.,.,.,.,.
VAL1705_107,2017,IA,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1705_107,.,.,.,.,.,.,.,.,.,.
VAL1705_108,2017,IA,1,NTC,NTC,2,root,TRUE,FALSE,FALSE,,VAL1705_108,VAL1705_108,1,HQ643476.2,DAOM230386,99,1630,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1705_108,2017,IA,1,NTC,NTC,2,stem,TRUE,FALSE,FALSE,,VAL1705_108,.,.,.,.,.,.,.,.,.,.
VAL1705_109,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1705_109,.,.,.,.,.,.,.,.,.,.
VAL1705_109,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1705_109,.,.,.,.,.,.,.,.,.,.
VAL1705_11,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1705_11,.,.,.,.,.,.,.,.,.,.
VAL1705_11,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1705_11,.,.,.,.,.,.,.,.,.,.
VAL1705_110,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1705_110,.,.,.,.,.,.,.,.,.,.
VAL1705_110,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,TRUE,FALSE,,VAL1705_110,VAL1705_110,1,AY598654,CBS 450.67,99,1509,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1705_111,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1705_111,.,.,.,.,.,.,.,.,.,.
VAL1705_111,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,TRUE,FALSE,,VAL1705_111,VAL1705_111,1,AY598624,CBS 316.33,99,1559,Pass,Pythium torulosum  ,Pythium torulosum,B
VAL1705_112,2017,IA,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1705_112,.,.,.,.,.,.,.,.,.,.
